2.9922,-2.5003
2.9925,-2.5003
2.9935,-2.5003
2.9952,-2.5003
2.9976,-2.5003
3.0007,-2.5003
3.0045,-2.5003
3.009,-2.5003
3.0142,-2.5003
3.0201,-2.5003
3.0268,-2.5003
3.0342,-2.5003
3.0423,-2.5003
3.0512,-2.5003
3.0609,-2.5003
3.0714,-2.5003
3.0827,-2.5003
3.0196,-2.5003
2.9009,-2.5003
2.7945,-2.5003
2.6987,-2.5003
2.612,-2.5003
2.5332,-2.5003
2.4613,-2.5003
2.3955,-2.5003
2.3349,-2.5003
2.2792,-2.5003
2.2276,-2.5003
2.1798,-2.5003
2.1354,-2.5003
2.0941,-2.5003
2.0555,-2.5003
2.0195,-2.5003
1.9857,-2.5003
1.9541,-2.5003
1.9244,-2.5003
1.8965,-2.5003
1.8701,-2.5003
1.8453,-2.5003
1.8219,-2.5003
1.7998,-2.5003
1.7789,-2.5003
1.7591,-2.5003
1.7403,-2.5003
1.7225,-2.5003
1.7056,-2.5003
1.6896,-2.5003
1.6744,-2.5003
1.6599,-2.5003
1.6462,-2.5003
1.6331,-2.5003
1.6207,-2.5003
1.6088,-2.5003
1.5976,-2.5003
1.5869,-2.5003
1.5767,-2.5003
1.567,-2.5003
1.5577,-2.5003
1.5489,-2.5003
1.5405,-2.5003
1.5326,-2.5003
1.525,-2.5003
1.5178,-2.5003
1.511,-2.5003
1.5045,-2.5003
1.4984,-2.5003
1.4926,-2.5003
1.4871,-2.5003
1.4819,-2.5003
1.477,-2.5003
1.4724,-2.5003
1.468,-2.5003
1.4639,-2.5003
1.4601,-2.5003
1.4566,-2.5003
1.4533,-2.5003
1.4502,-2.5003
1.4474,-2.5003
1.4448,-2.5003
1.4424,-2.5003
1.4403,-2.5003
1.4384,-2.5003
1.4367,-2.5003
1.4352,-2.5003
1.434,-2.5003
1.4329,-2.5003
1.4321,-2.5003
1.4315,-2.5003
1.431,-2.5003
1.4308,-2.5003
1.4308,-2.5003
1.4311,-2.5003
1.4315,-2.5003
1.4321,-2.5003
1.433,-2.5003
1.434,-2.5003
1.4353,-2.5003
1.4368,-2.5003
1.4385,-2.5003
1.4404,-2.5003
1.4425,-2.5003
1.4449,-2.5003
1.4475,-2.5003
1.4503,-2.5003
1.4534,-2.5003
1.4567,-2.5003
1.4603,-2.5003
1.4641,-2.5003
1.4682,-2.5003
1.4726,-2.5003
1.4772,-2.5003
1.4822,-2.5003
1.4874,-2.5003
1.4929,-2.5003
1.4987,-2.5003
1.5049,-2.5003
1.5114,-2.5003
1.5182,-2.5003
1.5254,-2.5003
1.533,-2.5003
1.541,-2.5003
1.5494,-2.5003
1.5582,-2.5003
1.5675,-2.5003
1.5772,-2.5003
1.5874,-2.5003
1.5982,-2.5003
1.6095,-2.5003
1.6213,-2.5003
1.6338,-2.5003
1.6469,-2.5003
1.6607,-2.5003
1.6752,-2.5003
1.6904,-2.5003
1.7065,-2.5003
1.7234,-2.5003
1.7413,-2.5003
1.7601,-2.5003
1.7799,-2.5003
1.8009,-2.5003
1.8231,-2.5003
1.8466,-2.5003
1.8715,-2.5003
1.8979,-2.5003
1.9259,-2.5003
1.9557,-2.5003
1.9875,-2.5003
2.0213,-2.5003
2.0575,-2.5003
2.0962,-2.5003
2.1377,-2.5003
2.0189,-2.5003
2.0069,-2.5003
1.9955,-2.5003
1.9846,-2.5003
1.9744,-2.5003
1.9646,-2.5003
1.9554,-2.5003
1.9467,-2.5003
1.9385,-2.5003
1.9307,-2.5003
1.9234,-2.5003
1.9166,-2.5003
1.9102,-2.5003
1.9042,-2.5003
1.8986,-2.5003
1.8934,-2.5003
1.8886,-2.5003
